track_id,track_name,artist,album_name,release_year,popularity,genre,subgenre,danceability,energy,valence,acousticness,instrumentalness,liveness,speechiness,tempo,loudness,duration_ms
1V5YTw9TVDAqebL0COO7A2,Rey de Reyes,María y José,Club Negro,2013,10,latin,latin hip hop,0.777,0.902,0.896,0.0318,0.849,0.0654,0.117,128.995,-5.723,212098
6bL4Q1le9t8DkM72ZW6GVv,Mextasis,Simpson Ahuevo,El Morroeste,2014,0,latin,latin hip hop,0.749,0.867,0.96,0.0817,0.00137,0.296,0.0334,89.969,-7.057,196105
49QzFd0d4lRtGC0vinChW9,Sigue Latiendo,Pseudónimo,Dos,2015,0,latin,latin hip hop,0.457,0.73,0.438,0.154,1.25e-6,0.106,0.18,82.52,-5.96,210587
0avEVorPMJyPPolMbeonBB,A las Cosas por Su Nombre,Violadores Del Verso,Vivir para Contarlo,2006,49,latin,latin hip hop,0.885,0.877,0.89,0.214,1.44e-6,0.116,0.171,91.985,-5.269,259920
0ZM89pj4zwJWpForACkpEY,Rebelde por Defecto,ToteKing,T.o.t.e.,2008,32,latin,latin hip hop,0.493,0.863,0.505,0.0687,0,0.104,0.353,85.695,-4.643,228120
77ozYKcoGc9Cc6M9wRZH9d,De Pe a Pa,Granuja,Círculo Vicioso,2017,47,latin,latin hip hop,0.715,0.558,0.611,0.118,1.3e-5,0.236,0.374,172.01,-6.546,263023
04ILYls20Qdxl8VGAQKdAF,$. A. N. T. E. R. Í. A.,Doble Porcion,Manzanas a la Vuelta,2016,43,latin,latin hip hop,0.504,0.534,0.817,0.623,1.93e-6,0.102,0.337,177.949,-10.044,232584
24BJCI6jcMSPeJ772B3sr6,Sangre en el Pool Party,Crudo Means Raw,Todos Tienen Que Comer,2016,41,latin,latin hip hop,0.792,0.307,0.373,0.432,0,0.148,0.391,91.057,-11.481,189694
79MV5abwiCZqbJKMd0zZUC,L.Q.M.E,N. Hardem,L.Q.M.E,2016,41,latin,latin hip hop,0.739,0.545,0.681,0.49,2.15e-5,0.0754,0.228,88.035,-7.093,250907
65kBozpV0xk8bAcWkv6f2P,The Look Of Love,Sr Pablo,The Look Of Love,2017,42,latin,latin hip hop,0.615,0.557,0.41,0.0562,0,0.0821,0.167,172.062,-10.852,197772
08oolgtQ3uYjZDXNK1VCC6,California,Delinquent Habits,It Could Be Round Two,2017,48,latin,latin hip hop,0.863,0.838,0.756,0.138,2.77e-6,0.0533,0.24,97.997,-4.593,234006
5vGSJRUnhGvQoxEBtn6vez,Dando Saltos,Métricas Frías,Serenata Sin Mariachis,2016,41,latin,latin hip hop,0.725,0.8,0.666,0.745,8.38e-6,0.1,0.335,89.098,-5.768,136301
0QnyOIJfZ6bfAYABK30o66,Jazzstance,Sr Pablo,Aspectos,2016,33,latin,latin hip hop,0.85,0.639,0.604,0.457,0,0.24,0.311,93.989,-7.456,209453
4fWklIPH97s1BvwSgGqVvr,Punto Rojo,Granuja,Rap y Hierbas,2017,42,latin,latin hip hop,0.877,0.503,0.579,0.263,0.00231,0.178,0.328,90.066,-8.732,173333
3RIDe85YSYGGoJ0daSzfhD,Yo Quiero Fumar (I Wanna Get High) - Spanish Edit,Cypress Hill,Los Grandes Éxitos En Español,1999,50,latin,latin hip hop,0.499,0.582,0.431,0.0232,0.0324,0.0755,0.196,81.916,-12.411,166760
4kEsRngsTsKjaFlFSnVkyq,Loco En El Coco (Insane In the Brain) - Spanish Edit,Cypress Hill,Los Grandes Éxitos En Español,1999,44,latin,latin hip hop,0.871,0.623,0.862,0.0346,0.0292,0.081,0.188,102.147,-9.404,203773
3JlHPSGJykKR0EAESs8Ope,No Entiendes La Onda (How I Could Just Kill A Man) - Spanish Edit,Cypress Hill,Los Grandes Éxitos En Español,1999,43,latin,latin hip hop,0.789,0.795,0.849,0.00781,0.00151,0.208,0.116,101.981,-8.699,249693
27ccZxdrx3VbCTUXI433OO,Dr. Dedoverde (Dr. Greenthumb) - Spanish Edit,Cypress Hill,Los Grandes Éxitos En Español,1999,44,latin,latin hip hop,0.794,0.434,0.16,0.0138,8.89e-6,0.1,0.354,103.714,-12.931,178533
7pttadWh6YEfKqA5udf0VO,Latino Lingo (Latin Lingo) - Spanish Edit,Cypress Hill,Los Grandes Éxitos En Español,1999,36,latin,latin hip hop,0.856,0.781,0.568,0.0134,0.02,0.0965,0.276,91.312,-8.503,240333
74SnZzNgU2GOh9Q0xIi4SS,Puercos (Pigs) - Spanish Edit,Cypress Hill,Los Grandes Éxitos En Español,1999,37,latin,latin hip hop,0.761,0.624,0.761,0.0124,1.81e-5,0.187,0.322,84.965,-8.256,166773
22ml4eR5KmSbUkzPlKffQE,Marijuano Locos (Stoned Raiders) - Spanish Edit,Cypress Hill,Los Grandes Éxitos En Español,1999,44,latin,latin hip hop,0.784,0.704,0.534,0.344,0,0.372,0.377,90.749,-8.068,178467
2SyOC3U8VQiFq51jiBRxGz,Tú No Ajaunta (Checkmate) - Spanish Edit,Cypress Hill,Los Grandes Éxitos En Español,1999,34,latin,latin hip hop,0.859,0.829,0.768,0.0753,0.0347,0.0747,0.126,111.063,-9.921,209893
1Ka5HDqeiKARfY79ATb7pA,Ilusiones (Illusions) - Spanish Edit,Cypress Hill,Los Grandes Éxitos En Español,1999,40,latin,latin hip hop,0.649,0.804,0.686,0.00116,0.00811,0.106,0.252,182.188,-7.293,196507
765nnyhp6uf91KO8xAPqjS,Muévete (Make A Move) - Spanish Edit,Cypress Hill,Los Grandes Éxitos En Español,1999,35,latin,latin hip hop,0.763,0.542,0.21,0.00179,1.29e-4,0.072,0.289,92.045,-10.209,242400
2dWiyamUPrjm4Hi1HbzUGv,No Pierdo Nada (Nothin' To Lose) - Spanish Edit,Cypress Hill,Los Grandes Éxitos En Español,1999,33,latin,latin hip hop,0.595,0.87,0.907,4.21e-4,0.0455,0.0531,0.186,111.707,-7.984,232200
2QFSVtTE4odPoOImpNVyfW,Tequila (Tequila Sunrise) - Spanish Edit,Cypress Hill,Los Grandes Éxitos En Español,1999,48,latin,latin hip hop,0.752,0.46,0.595,0.0318,8.58e-5,0.156,0.386,96.82,-12.41,236867
5D1zGGvbPnFpnl6wq9wx23,Tres Equis,Cypress Hill,Los Grandes Éxitos En Español,1999,34,latin,latin hip hop,0.66,0.593,0.489,0.00214,0.00469,0.128,0.0581,103.397,-9.211,112733
1hSJnfkEqbGF5afz5aqKqi,Siempre Peligroso - feat. Fermin IV Caballero of Control Machete,Cypress Hill,Los Grandes Éxitos En Español,1999,50,latin,latin hip hop,0.901,0.615,0.674,0.0289,3.1e-5,0.0578,0.377,92.089,-9.837,237760
6zTABPrCYA8fm5ZpWrzKbz,Latin Lingo - Blackout Mix,Cypress Hill,Los Grandes Éxitos En Español,1999,33,latin,latin hip hop,0.867,0.738,0.883,0.136,0.0312,0.16,0.0825,91.174,-8.797,228067
5BYv5t9E8EdonEvnO88Cps,God Level 4,Bruto Chr,Rap Chileno El Sur Es Hardcore Godlevel Enfermos Del Rap,2015,39,latin,latin hip hop,0.72,0.824,0.589,0.0199,0,0.389,0.185,88.987,-4.066,261023
20JyLsaGV5UJ0RLXDL4KXG,God Level (La Batalla de los Dioses),Omega El CTM,God Level (La Batalla de los Dioses),2016,48,latin,latin hip hop,0.662,0.836,0.905,0.0846,0,0.675,0.355,90.126,-6.318,376786
0JTUyll1bmiOv9NAAECRzs,Asi Yo Soy,Zaturno,Zaturno Espacial,2009,0,latin,latin hip hop,0.706,0.763,0.821,0.264,0,0.0749,0.163,89.92,-6.318,217627
63G6iIKfvS3CxMU34SuhbI,Latinoamérica Morena,Rapper School,Latinoamérica Morena,2016,52,latin,latin hip hop,0.657,0.832,0.75,0.125,0,0.149,0.136,90.054,-5.085,443533
379GgTu7WeNT4Xoak52p3E,Día y Noche,Liricistas,Bon Voyage,2016,47,latin,latin hip hop,0.714,0.686,0.54,0.429,0,0.213,0.36,93.529,-6.395,238973
4u4u3QrWa2oLUNlWMluXoX,Entiéndelo,Liricistas,Entiéndelo,2018,34,latin,latin hip hop,0.672,0.842,0.586,0.331,0,0.129,0.279,85.526,-5.155,260055
39OtTWWklZAf0120taXbVH,8.21,Mente Sabia Crú,Elefante,2017,27,latin,latin hip hop,0.777,0.698,0.932,0.256,0,0.0648,0.37,92.317,-7.339,501281
0XCvApofV9SjL7rkJh1BaO,Instinto Brutal,Canabision,Crónica Negra,2016,19,latin,latin hip hop,0.673,0.831,0.649,0.12,0,0.108,0.361,90.841,-3.896,269033
3Fd0HFWIJ1BGz8zSre2E36,Rocas (feat. Portavoz & Stailok),Jesteinritmos,Lenguaje Vivo,2014,0,latin,latin hip hop,0.633,0.912,0.693,0.254,0,0.39,0.237,89.287,-3.462,258933
0x8UEAzjwj3Cs9v9lQjUQm,Puetas Subterráneos,Portavoz,Escribo Rap Con R de Revolución,2012,0,latin,latin hip hop,0.635,0.604,0.596,0.172,0,0.127,0.437,88.261,-5.585,291027
39BciL2rDnFXWobvQsqe24,No Van Pal Baile,Portavoz,No Van Pal Baile,2017,0,latin,latin hip hop,0.751,0.773,0.825,0.155,0,0.115,0.275,91.021,-6.465,261915
5ZmsMLLzdWDsEM5PPjvtw9,Desde,Portavoz,Desde,2016,0,latin,latin hip hop,0.829,0.433,0.928,0.136,2.91e-6,0.306,0.391,91.071,-7.622,277439
3kE4g5dHVUeLdzPukt1VTF,God Level 3,Apache,Rap Chileno El Sur Es Hardcore Godlevel Enfermos Del Rap,2015,50,latin,latin hip hop,0.675,0.797,0.888,0.145,0,0.127,0.359,89.977,-3.784,296054
4ntUtSKJNtgp8jCI8g5Nj5,Algún Día (feat. Negro Sambo),Gran Rah,Musageta,2017,27,latin,latin hip hop,0.525,0.886,0.44,0.179,0,0.0993,0.204,88.583,-3.809,243347
4FsRlRhDGhnbuHKVM2CCRH,Querida Maldita,Bascur,Piano Piano,2014,22,latin,latin hip hop,0.677,0.88,0.701,0.0418,0,0.322,0.18,90.018,-4.144,217949
2q6kuHmOhqOoJyGnABmxqk,"Promocional, Pt. 1 / God Level",Kaiser,Infinito,2017,40,latin,latin hip hop,0.648,0.847,0.907,0.0827,0,0.811,0.378,89.825,-6.523,376721
7vg9GhFItV9HmHtsex5NJ1,La Cancion Mas Triste de MI Vida,Omega El CTM,El Exilio,2015,38,latin,latin hip hop,0.74,0.822,0.562,0.07,0,0.242,0.252,89.087,-3.686,233844
6y2GBwBg3jE70j5G1xDWxh,Milki,Akapellah,Milki,2016,45,latin,latin hip hop,0.907,0.455,0.223,0.272,0.0366,0.0978,0.225,127.966,-11.124,257026
3NXrGwbbnIDrd955fReQQq,Escribo Rap Con R de Revolución,Portavoz,Escribo Rap Con R de Revolución,2012,0,latin,latin hip hop,0.789,0.659,0.816,0.234,0,0.22,0.367,87.93,-6.625,257187
7ktDmnYmfFfbvaCrBCDbJL,¿Clásicos?,Mente Sabia Crú,Elefante,2017,29,latin,latin hip hop,0.903,0.677,0.936,0.243,0,0.0473,0.322,90.932,-6.716,256441
7B3EE0GyXaH4fDSFGXAHkH,Witrapaiñ ”Estamos de Pie”,Portavoz,Witrapaiñ ”Estamos de Pie”,2017,0,latin,latin hip hop,0.764,0.617,0.89,0.295,0,0.182,0.257,90.967,-6.217,224292
5bPBkDjcIZZEnBsryjZnok,"Esta Noche (feat. Portavoz, Niel & Evelyn Cornejo)",Cidtronyck,"Pasado, Presente & Libertad",2017,55,latin,latin hip hop,0.738,0.671,0.607,0.176,0,0.0919,0.226,88.012,-5.754,268907
4L0SFtEgfg7YKbjwnwpppZ,Versatil,Némesis,Hip Hop Héroes,2004,0,latin,latin hip hop,0.755,0.688,0.719,0.0207,5.47e-5,0.578,0.267,159.966,-9.098,196909
6XRVMpFG6KkBBNewZ8IgqW,Sacar la Voz,Ana Tijoux,La Bala,2012,0,latin,latin hip hop,0.601,0.499,0.515,0.0171,4.53e-4,0.171,0.0536,80.101,-10.657,253360
6hbem4JFdn4bkryLA4oPiA,Entre Horizonte y Verticalde (feat. Sebastián Jordán),Cevlade,La Casa De Astaire,2014,28,latin,latin hip hop,0.596,0.681,0.664,0.365,1.22e-6,0.123,0.253,88.94,-8.243,202025
7bdkF0rHjyjnIeqBjQAdR0,I Love You a Lo Vío (feat. Movimiento Original),Chystemc,Techymuv,2016,55,latin,latin hip hop,0.727,0.8,0.494,0.501,0,0.352,0.138,91.521,-5.061,311500
0MYLzCswPtYON4yYWmB4dx,I Gotta Feeling - Edit,The Black Eyed Peas,I Gotta Feeling (International Version),2009,55,latin,latin hip hop,0.746,0.778,0.61,0.0486,0,0.0907,0.0269,127.96,-6.17,245667
0J6mQxEZnlRt9ymzFntA6z,Livin' On A Prayer,Bon Jovi,Slippery When Wet,1986,24,latin,latin hip hop,0.534,0.887,0.72,0.0768,9.93e-5,0.325,0.0345,122.494,-3.777,249293
0gFB5H3pHN13ERt2FyMuWi,It Takes Two,Rob Base & DJ EZ Rock,It Takes Two,1988,54,latin,latin hip hop,0.8,0.723,0.651,0.00228,0,0.26,0.158,111.593,-9.719,300640
0i5el041vd6nxrGEU8QRxy,Cruise,Florida Georgia Line,Here's To The Good Times,2012,70,latin,latin hip hop,0.457,0.948,0.878,0.0191,0,0.0536,0.0354,148,-3.364,208960
7puxIVNdj5nsBJk43zM3bH,Carrying Your Love With Me,George Strait,Carrying Your Love With Me,1997,62,latin,latin hip hop,0.629,0.479,0.345,0.22,0,0.0587,0.0271,138.231,-10.608,232427
3zoYQLfNEvJ7UvQ4em2vsT,La Vida Es Un Carnaval,Celia Cruz,Exitos Eternos,2003,57,latin,latin hip hop,0.813,0.735,0.853,0.482,0.00187,0.285,0.0776,104.056,-4.982,277000
00i0O74dXdaKKdCrqHnfXm,La Mordidita,Ricky Martin,A Quien Quiera Escuchar (Deluxe Edition),2015,69,latin,latin hip hop,0.725,0.903,0.946,0.0344,0,0.183,0.0658,142.006,-2.955,211680
4Y6cDd4EPHcEbiUKdyvNwM,Macarena,Los Del Rio,A Mi Me Gusta,1993,58,latin,latin hip hop,0.923,0.679,0.965,0.428,1.31e-4,0.0908,0.0888,103.017,-14.019,251293
10M2Ex445zw585Ducldzkw,In Case You Didn't Know,Brett Young,Brett Young,2017,73,latin,latin hip hop,0.607,0.536,0.434,0.386,0,0.102,0.0305,147.986,-7.306,224853
4HlFJV71xXKIGcU3kRyttv,"Hey, Soul Sister",Train,"Save Me, San Francisco (Golden Gate Edition)",2010,82,latin,latin hip hop,0.673,0.886,0.795,0.185,0,0.0826,0.0431,97.012,-4.44,216773
0XUfyU2QviPAs6bxSpXYG4,Yeah!,Usher,Confessions,2004,0,latin,latin hip hop,0.881,0.788,0.592,0.0212,0,0.0377,0.168,104.997,-4.669,250373
6UUzt6LPtVNwy8l6jqu9C9,You're The One That I Want - From “Grease”,John Travolta,Gold,2005,10,latin,latin hip hop,0.743,0.774,0.833,0.256,5.03e-5,0.155,0.0941,106.564,-5.916,167613
07Tx168RSsUS1HqkDIOZbH,Cupid Shuffle,Cupid,Time For A Change,2007,60,latin,latin hip hop,0.785,0.582,0.861,0.191,0,0.2,0.237,71.774,-4.877,231360
0ttKO7eBjyoq5Khr2X9lwV,Copperhead Road,Steve Earle,Copperhead Road (Deluxe Edition),2008,4,latin,latin hip hop,0.378,0.742,0.765,0.0257,1.25e-4,0.0659,0.0444,163.721,-10.002,270067
3lFGBrRWUxpTfhhq6lGBRw,Baila Esta Cumbia,Selena,La Leyenda (Version Super Deluxe),2010,63,latin,latin hip hop,0.711,0.803,0.787,0.52,8.37e-6,0.0987,0.124,182.92,-4.58,161907
0o9Vr0BGIQPh32staLHcuU,Bidi Bidi Bom Bom,Selena,La Leyenda (Version Super Deluxe),2010,62,latin,latin hip hop,0.569,0.721,0.927,0.102,3.38e-5,0.205,0.0375,180.06,-5.889,187524
5AgTL2WmiCvoObA8fpncKs,Despacito,Luis Fonsi,Shut Up Lets Dance,2017,58,latin,latin hip hop,0.665,0.779,0.839,0.216,0,0.107,0.113,88.863,-5.153,228200
6JLcz9UGiVxAmEZXlCucn5,Wobble,V.I.C.,Beast (Explicit Version),2008,59,latin,latin hip hop,0.855,0.746,0.375,0.402,0,0.146,0.232,95.026,-3.777,321987
4Pn0JlCUusD2QHjADuOzuV,Humble And Kind,Tim McGraw,Damn Country Music,2015,70,latin,latin hip hop,0.355,0.48,0.137,0.679,2.28e-6,0.12,0.0282,100.956,-7.31,259267
3EUl8M6SzxZl03NPkB8mUd,Neon Moon,Brooks & Dunn,#1s ... and then some,2009,68,latin,latin hip hop,0.702,0.632,0.457,0.554,0,0.127,0.0247,102.404,-6.508,263500
6jWkZvd1URGktyTTwcpPpB,My Girl,The Temptations,The Temptations Sing Smokey,1965,26,latin,latin hip hop,0.579,0.419,0.673,0.625,0,0.0981,0.0346,104.564,-10.72,165000
1JyaAeaXVFnVv5ikwWQVQ4,Electric Boogie,Marcia Griffiths,Carousel,1990,42,latin,latin hip hop,0.769,0.898,0.968,0.116,6.48e-4,0.261,0.0355,108.141,-9.347,242773
4ly1QBXEwYoDmje9rmEgC4,Head Over Boots,Jon Pardi,California Sunrise,2016,71,latin,latin hip hop,0.563,0.688,0.622,0.0763,0,0.0863,0.0262,108.008,-4.474,202347
4e6YIJBmRfCEdzPyhG0RiH,Payaso de rodeo,Caballo Dorado,Las 20 Poderosas (USA),2014,13,latin,latin hip hop,0.683,0.838,0.874,0.0355,0.00157,0.0627,0.0358,115.879,-9.433,255333
5IKLwqBQG6KU6MP2zP80Nu,We Are Family,Sister Sledge,We Are Family [Expanded],1979,71,latin,latin hip hop,0.784,0.893,0.819,0.3,1.57e-5,0.272,0.0923,118.738,-5.153,216733
4W4wYHtsrgDiivRASVOINL,Love Shack,The B-52's,Cosmic Thing,1989,69,latin,latin hip hop,0.715,0.817,0.871,0.0325,1.61e-6,0.851,0.0532,133.858,-6.227,321573
65NgsMieGd6ffCTIYfEo7w,Uptown Funk - Radio Edit,Mark Ronson,NOW That's What I Call PARTY ANTHEMS 3,2016,43,latin,latin hip hop,0.854,0.65,0.916,0.00794,3.43e-5,0.0692,0.105,115.001,-5.339,233493
3298yRJKPcCndQdNiTZKIo,Sweet Caroline,Neil Diamond,Sweet Caroline,1987,20,latin,latin hip hop,0.538,0.127,0.527,0.589,1.7e-4,0.238,0.0284,62.829,-16.057,203573
3Xv5C02Wxlek0dmrYAM5A8,Cha Cha Slide - Original Live Platinum Band Mix,DJ Casper,Cha Cha Slide,2004,54,latin,latin hip hop,0.978,0.691,0.482,0.00148,7.99e-5,0.28,0.218,122.026,-5.787,387493
2PpruBYCo4H7WOBJ7Q2EwM,Hey Ya!,OutKast,Speakerboxxx/The Love Below,2003,78,latin,latin hip hop,0.728,0.974,0.965,0.103,5.32e-4,0.175,0.0665,79.526,-2.261,235213
4NtUY5IGzHCaqfZemmAu56,Dancing Queen,ABBA,Arrival,1976,72,latin,latin hip hop,0.539,0.884,0.752,0.382,0.00166,0.76,0.0403,100.812,-6.53,230693
4dGJf1SER1T6ooX46vwzRB,Chicken Fried,Zac Brown Band,The Foundation,2008,75,latin,latin hip hop,0.566,0.713,0.807,0.645,0,0.114,0.0417,169.864,-4.25,238147
3mcG2NI5G5vhrQtRda1YnA,The Middle,Jimmy Eat World,Bleed American (Deluxe Edition),2001,19,latin,latin hip hop,0.629,0.897,0.93,0.0424,0,0.263,0.0483,161.944,-3.401,168253
6Ex1as5AIibDGYpVJe18QR,Body Like A Back Road,Sam Hunt,"NOW That's What I Call Music, Vol. 64",2017,22,latin,latin hip hop,0.733,0.463,0.653,0.438,0,0.19,0.0301,98.999,-7.269,161280
4H7YHRlzkfoys1L9jQFcqH,Mi Gente (feat. Beyoncé),J Balvin,"NOW That's What I Call Music, Vol. 65",2018,27,latin,latin hip hop,0.762,0.727,0.441,0.0221,0,0.175,0.0697,104.999,-6.347,209373
3HRNf077jDxl1XFPGPqWAA,This Girl - Kungs Vs. Cookin' On 3 Burners,Kungs,"NOW That's What I Call Music!, Vol. 60 (Deluxe Edition)",2016,19,latin,latin hip hop,0.791,0.702,0.46,0.0751,2.96e-5,0.0741,0.0389,121.963,-5.686,193773
15gVYensbJgM9QDIFjB01c,24K Magic,Bruno Mars,"NOW That's What I Call Music, Vol. 61",2017,32,latin,latin hip hop,0.809,0.807,0.598,0.0301,0,0.0814,0.0744,106.983,-4.284,224760
5lA3pwMkBdd24StM90QrNR,P.Y.T. (Pretty Young Thing),Michael Jackson,Thriller 25 Super Deluxe Edition,1982,71,latin,latin hip hop,0.888,0.815,0.961,0.23,4.24e-4,0.127,0.0404,127.273,-4.909,238733
7wVeIwUxcUddK44joZ3bPO,Kick The Dust Up,Luke Bryan,Kill The Lights,2015,36,latin,latin hip hop,0.597,0.86,0.818,0.196,0,0.0873,0.0461,172.067,-2.315,190600
6wycnu8FWXsj68ig7BEot9,Blue Ain't Your Color,Keith Urban,Ripcord,2016,70,latin,latin hip hop,0.69,0.416,0.479,0.617,1.37e-6,0.102,0.0335,82.45,-7.865,230600
7lEhOiFtcLXY4P7cuTKuQ8,Zum Zum,Daddy Yankee,Zum Zum,2018,66,latin,latin hip hop,0.839,0.832,0.529,0.0622,4.59e-6,0.282,0.0531,92.004,-2.492,235773
79xkyiTBHqdGg3SirACPwy,La Chona,Los Tucanes De Tijuana,Para Tucancillos y Tucancillas,2017,64,latin,latin hip hop,0.844,0.717,0.965,0.00966,0,0.344,0.0392,145.065,-4.947,199080
2nbq7IAJfYK9fuw5g2ePv3,La niña fresa,Banda Zeta,Fiesta Mexicana Con La Banda,2007,57,latin,latin hip hop,0.864,0.662,0.964,0.125,0,0.148,0.0977,136.48,-10.182,160627
1Ed4AvDGnUGtU0dYrnwLPg,Escándalo,Margarita la diosa de la cumbia,30 Aniversario,2010,59,latin,latin hip hop,0.917,0.571,0.924,0.0391,0.0116,0.138,0.0308,99.879,-6.456,288560
5CIb44Mj3kRW2FyGqMcVK4,Cake By The Ocean,DNCE,SWAAY,2015,2,latin,latin hip hop,0.769,0.757,0.881,0.146,0,0.062,0.0526,118.98,-5.424,218440
2a1o6ZejUi8U3wzzOtCOYw,Danza Kuduro,Don Omar,Meet The Orphans,2010,75,latin,latin hip hop,0.4,0.915,0.878,0.0846,0,0.0503,0.28,88.917,-4.89,198773
7q7jyVU0f0hnod8tsaUmxg,Speechless,Dan + Shay,Speechless,2018,71,latin,latin hip hop,0.631,0.44,0.418,0.328,0,0.239,0.028,136.033,-5.948,212745
2jaaONYdaOUk8hhhIRIp4A,Jello,PRETTYMUCH,Jello,2018,63,latin,latin hip hop,0.704,0.636,0.55,0.0655,0,0.579,0.059,121.96,-6.652,177520
3AISCGqWZmb6UPxoYrXaA9,Better Now,Post Malone,beerbongs & bentleys,2018,55,latin,latin hip hop,0.686,0.579,0.352,0.334,0,0.135,0.0442,145.051,-5.813,231267
0pqnGHJpmpxLKifKRmU6WP,Believer,Imagine Dragons,Evolve,2017,88,latin,latin hip hop,0.776,0.78,0.666,0.0622,0,0.081,0.128,124.949,-4.374,204347
2dpaYNEQHiRxtZbfNsse99,Happier,Marshmello,Happier,2018,89,latin,latin hip hop,0.687,0.792,0.671,0.191,0,0.167,0.0452,100.015,-2.749,214290
2iUXsYOEPhVqEBwsqP70rE,Youngblood,5 Seconds of Summer,Youngblood (Deluxe),2018,84,latin,latin hip hop,0.596,0.854,0.152,0.0169,0,0.124,0.463,120.274,-5.114,203418
1zB4vmk8tFRmM9UULNzbLB,Thunder,Imagine Dragons,Evolve,2017,85,latin,latin hip hop,0.605,0.822,0.288,0.00671,0.134,0.147,0.0438,167.997,-4.833,187147
1TwLKNsCnhi1HxbIi4bAW0,House Party,Sam Hunt,Montevallo,2014,71,latin,latin hip hop,0.747,0.861,0.859,0.113,0,0.026,0.0514,103.966,-5.251,190240
7iDa6hUg2VgEL1o1HjmfBn,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,All Your Fault: Pt. 2,2017,81,latin,latin hip hop,0.643,0.783,0.579,0.047,0,0.083,0.0856,154.084,-6.458,163870
4kbj5MwxO1bq9wjT5g9HaA,Shut Up and Dance,WALK THE MOON,TALKING IS HARD,2014,32,latin,latin hip hop,0.578,0.866,0.619,0.00701,0,0.257,0.0619,128.038,-3.804,199080
4lCv7b86sLynZbXhfScfm2,Firework,Katy Perry,Katy Perry - Teenage Dream: The Complete Confection,2012,73,latin,latin hip hop,0.638,0.826,0.649,0.139,0,0.0803,0.0479,124.072,-4.968,227880
5IVuqXILoxVWvWEPm82Jxr,Crazy In Love (feat. Jay-Z),Beyoncé,Dangerously In Love,2003,75,latin,latin hip hop,0.646,0.77,0.681,0.00249,0,0.0715,0.226,99.165,-6.596,236133
3SPDQfj2UfWq6A2NllZnzn,What Makes You Beautiful,One Direction,Up All Night,2012,62,latin,latin hip hop,0.729,0.771,0.873,0.00761,0,0.087,0.0725,125.011,-2.451,198053
0tgVpDi06FyKpA1z0VMD4v,Perfect,Ed Sheeran,÷ (Deluxe),2017,86,latin,latin hip hop,0.599,0.448,0.168,0.163,0,0.106,0.0232,95.05,-6.312,263400
6RtPijgfPKROxEzTHNRiDp,Rude,MAGIC!,Don't Kill the Magic,2014,78,latin,latin hip hop,0.774,0.756,0.931,0.0423,0,0.305,0.0389,144.032,-4.995,224840
7BqBn9nzAq8spo5e7cZ0dJ,Just the Way You Are,Bruno Mars,Doo-Wops & Hooligans,2010,80,latin,latin hip hop,0.637,0.843,0.434,0.0151,0,0.0876,0.0432,109.012,-5.413,220733
2LEF1A8DOZ9wRYikWgVlZ8,Good Feeling,Flo Rida,Wild Ones,2012,73,latin,latin hip hop,0.706,0.89,0.684,0.0588,0.00286,0.306,0.0688,128.011,-4.444,248133
67awxiNHNyjMXhVgsHuIrs,Turn Down for What,DJ Snake,Turn Down for What,2013,72,latin,latin hip hop,0.818,0.799,0.0815,0.00107,0.128,0.057,0.156,100.014,-4.1,213733
0Jg602cHeMCnPez9baacIe,Cotton Eye Joe,Rednex,Sex & Violins,1995,57,latin,latin hip hop,0.738,0.937,0.614,0.0124,0.00206,0.0338,0.0668,131.994,-7.788,193827
2rSosmvUzlCiucKgpmbS0f,Apache - 45 Version,The Sugarhill Gang,Apache / Rapper's Delight [Digital 45],1981,42,latin,latin hip hop,0.854,0.936,0.247,0.386,0,0.177,0.194,115.318,-7.073,244347
3ZFTkvIE7kyPt6Nu3PEa7V,Hips Don't Lie (feat. Wyclef Jean),Shakira,"Oral Fixation, Vol. 2 (Expanded Edition)",2005,80,latin,latin hip hop,0.778,0.824,0.756,0.284,0,0.405,0.0712,100.024,-5.892,218093
0yD66650JxhqKbW76C2qCo,Country Girl (Shake It For Me),Luke Bryan,Tailgates & Tanlines,2011,72,latin,latin hip hop,0.645,0.904,0.671,0.0293,0,0.0834,0.0462,105.97,-4.532,225560
1YwPNemawMgGe6sF4U0FTE,Suavemente,Elvis Crespo,Suavemente...Los Exitos,2008,67,latin,latin hip hop,0.809,0.883,0.918,0.238,0.00234,0.0625,0.0689,124.096,-2.965,266307
6x4tKaOzfNJpEJHySoiJcs,Mambo No. 5 (a Little Bit of...),Lou Bega,A Little Bit of Mambo,1999,76,latin,latin hip hop,0.622,0.807,0.892,0.103,0,0.306,0.408,174.06,-6.752,220293
0p1BcEcYVO3uk4KDf3gzkY,Wanted,Hunter Hayes,Hunter Hayes (Encore),2011,69,latin,latin hip hop,0.421,0.476,0.3,0.268,0,0.0816,0.0298,169.784,-7.692,228840
4TnUKixNWMfajncgdSwFoi,Amarillo By Morning,George Strait,Strait From The Heart,1982,66,latin,latin hip hop,0.606,0.361,0.621,0.264,3.39e-5,0.38,0.0346,121.058,-16.031,173467
